 Tipo Entidad ; Cód. Entidad ; Entidad ; Cód. Provincia ; Provincia ; Cód. Municipio ; Municipio ; Nº de oficinas ;OPERACIONES;RETIRADA EFECTIVO;INCIDENCIAS ST;DIAS INACTIVIDAD
COOPERATIVAS DE CREDITO;3081;EUROCAJA RURAL, S.C.C.;02;Albacete;075;VALDEGANGA ;1;691;62160;1;0
COOPERATIVAS DE CREDITO;3001;CAJA R. DE ALMENDRALEJO, S.C.C.;06;Badajoz;137;VALDECABALLEROS ;1;651;58620;3;3
COOPERATIVAS DE CREDITO;3009;CAJA R. DE EXTREMADURA, S.C.C.;06;Badajoz;015;BADAJOZ ;1;669;60200;4;8
COOPERATIVAS DE CREDITO;3020;CAJA R. DE UTRERA, S.C.A.C.;41;Sevilla;095;UTRERA ;1;566;50950;0;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;41;Sevilla;095;UTRERA ;1;544;48920;0;0
COOPERATIVAS DE CREDITO;3159;CAIXA POPULAR-CAIXA RURAL, S.C.C.V.;46;Valencia;249;UTIEL ;1;386;34710;2;2
COOPERATIVAS DE CREDITO;3191;CAJA RURAL DE ARAGON S.C.C.;50;Zaragoza;272;UTEBO ;1;574;51610;5;5
COOPERATIVAS DE CREDITO;3191;CAJA RURAL DE ARAGON S.C.C.;50;Zaragoza;271;USED ;1;669;60190;2;6
BANCOS;2100;CAIXABANK, S.A.;48;Vizcaya;036;GALDAKAO ;1;392;35280;4;0
BANCOS;2085;IBERCAJA BANCO, S.A.;19;Guadalajara;130;GUADALAJARA ;1;388;34910;1;0
BANCOS;2085;IBERCAJA BANCO, S.A.;26;La Rioja;160;URUÑUELA ;1;687;61840;4;12
BANCOS;2100;CAIXABANK, S.A.;26;La Rioja;160;URUÑUELA ;1;598;53780;0;0
BANCOS;2095;KUTXABANK, S.A;48;Vizcaya;065;UGAO-MIRABALLES ;1;557;50160;2;0
COOPERATIVAS DE CREDITO;3187;CAJA R. DEL SUR, S. COOP. CREDITO;11;Cádiz;038;UBRIQUE ;1;375;33730;1;3
BANCOS;2100;CAIXABANK, S.A.;18;Granada;181;TURON ;1;458;41240;5;10
BANCOS;2103;UNICAJA BANCO, S.A.;33;Asturias;037;MIERES ;1;481;43260;2;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;31;Navarra;232;TUDELA ;1;644;57920;2;4
COOPERATIVAS DE CREDITO;3001;CAJA R. DE ALMENDRALEJO, S.C.C.;10;Cáceres;195;TRUJILLO ;1;676;60870;3;9
BANCOS;2095;KUTXABANK, S.A;48;Vizcaya;087;TRUCIOS-TURTZIOZ ;1;530;47670;4;12
BANCOS;2100;CAIXABANK, S.A.;24;León;142;SAN ANDRES DEL RABANEDO ;1;407;36600;4;12
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;24;León;142;SAN ANDRES DEL RABANEDO ;1;664;59780;4;0
COOPERATIVAS DE CREDITO;3085;CAJA R. DE ZAMORA, C.C.;24;León;142;SAN ANDRES DEL RABANEDO ;1;476;42860;0;0
COOPERATIVAS DE CREDITO;3190;C.R. ALBACETE, C. REAL Y CUENCA,SCC;16;Cuenca;216;TRESJUNCOS ;1;662;59600;5;10
BANCOS;2095;KUTXABANK, S.A;28;Madrid;903;TRES CANTOS ;1;641;57700;0;0
COOPERATIVAS DE CREDITO;3081;EUROCAJA RURAL, S.C.C.;28;Madrid;903;TRES CANTOS ;1;432;38910;0;0
BANCOS;2095;KUTXABANK, S.A;48;Vizcaya;080;VALLE DE TRAPAGA-TRAPAGARAN ;1;327;29420;1;3
COOPERATIVAS DE CREDITO;3096;CAIXA R. DE L'ALCUDIA, SCVC;46;Valencia;246;TOUS ;1;718;64580;3;6
COOPERATIVAS DE CREDITO;3005;CAJA R. CENTRAL, S.C.C.;30;Murcia;039;TOTANA ;1;566;50910;1;3
COOPERATIVAS DE CREDITO;3191;CAJA RURAL DE ARAGON S.C.C.;50;Zaragoza;264;TOSOS ;1;286;25710;2;6
BANCOS;2100;CAIXABANK, S.A.;18;Granada;179;TORVIZCON ;1;400;36000;3;3
BANCOS;2100;CAIXABANK, S.A.;43;Tarragona;155;TORTOSA ;1;699;62860;1;3
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;29;Málaga;091;TORROX ;1;372;33430;1;3
BANCOS;0081;BANCO DE SABADELL, S.A.;17;Girona;199;TORROELLA DE MONTGRI ;1;345;31080;3;6
COOPERATIVAS DE CREDITO;3190;C.R. ALBACETE, C. REAL Y CUENCA,SCC;45;Toledo;173;TORRIJOS ;1;657;59160;2;0
BANCOS;2085;IBERCAJA BANCO, S.A.;50;Zaragoza;263;TORRIJO DE LA CAÑADA ;1;568;51130;3;0
COOPERATIVAS DE CREDITO;3081;EUROCAJA RURAL, S.C.C.;03;Alicante;133;TORREVIEJA ;1;695;62500;3;0
COOPERATIVAS DE CREDITO;3081;EUROCAJA RURAL, S.C.C.;13;Ciudad Real;085;TORRENUEVA ;1;349;31400;0;0
COOPERATIVAS DE CREDITO;3191;CAJA RURAL DE ARAGON S.C.C.;22;Huesca;234;TORRENTE DE CINCA ;1;365;32880;3;6
BANCOS;0081;BANCO DE SABADELL, S.A.;46;Valencia;244;TORRENT ;1;453;40730;5;10
BANCOS;2100;CAIXABANK, S.A.;03;Alicante;065;ELCHE/ELX ;1;663;59630;4;4
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;03;Alicante;065;ELCHE/ELX ;1;363;32640;4;4
BANCOS;0049;BANCO SANTANDER, S.A.;39;Cantabria;087;TORRELAVEGA ;1;396;35650;2;4
COOPERATIVAS DE CREDITO;3081;EUROCAJA RURAL, S.C.C.;28;Madrid;149;TORREJON DE LA CALZADA ;1;419;37700;2;2
BANCOS;0081;BANCO DE SABADELL, S.A.;28;Madrid;148;TORREJON DE ARDOZ ;1;661;59510;1;1
BANCOS;2100;CAIXABANK, S.A.;28;Madrid;148;TORREJON DE ARDOZ ;3;2.023;182030;3;3
BANCOS;2095;KUTXABANK, S.A;28;Madrid;148;TORREJON DE ARDOZ ;1;393;35360;5;5
BANCOS;2100;CAIXABANK, S.A.;11;Cádiz;020;JEREZ DE LA FRONTERA ;1;455;40960;1;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;30;Murcia;027;MOLINA DE SEGURA ;1;567;51000;0;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;30;Murcia;030;MURCIA ;1;533;47930;1;3
BANCOS;2100;CAIXABANK, S.A.;30;Murcia;030;MURCIA ;1;628;56500;5;0
COOPERATIVAS DE CREDITO;3190;C.R. ALBACETE, C. REAL Y CUENCA,SCC;13;Ciudad Real;084;TORRE DE JUAN ABAD ;1;374;33620;2;4
BANCOS;0081;BANCO DE SABADELL, S.A.;29;Málaga;094;VELEZ-MALAGA ;1;431;38770;5;10
BANCOS;0237;CAJASUR BANCO, S.A.;29;Málaga;094;VELEZ-MALAGA ;1;522;46950;2;4
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;29;Málaga;094;VELEZ-MALAGA ;1;548;49320;0;0
BANCOS;0049;BANCO SANTANDER, S.A.;23;Jaén;086;TORREDELCAMPO ;1;299;26870;3;3
COOPERATIVAS DE CREDITO;3187;CAJA R. DEL SUR, S. COOP. CREDITO;21;Huelva;005;ALMONTE ;1;631;56810;3;9
COOPERATIVAS DE CREDITO;3190;C.R. ALBACETE, C. REAL Y CUENCA,SCC;13;Ciudad Real;083;TORRALBA DE CALATRAVA ;1;590;53110;5;0
COOPERATIVAS DE CREDITO;3085;CAJA R. DE ZAMORA, C.C.;49;Zamora;219;TORO ;1;555;49910;1;3
COOPERATIVAS DE CREDITO;3191;CAJA RURAL DE ARAGON S.C.C.;22;Huesca;230;TORLA-ORDESA ;1;307;27600;1;0
BANCOS;0081;BANCO DE SABADELL, S.A.;08;Barcelona;285;TORELLO ;1;481;43250;1;3
BANCOS;0049;BANCO SANTANDER, S.A.;47;Valladolid;165;TORDESILLAS ;1;479;43070;4;0
COOPERATIVAS DE CREDITO;3085;CAJA R. DE ZAMORA, C.C.;24;León;206;TORAL DE LOS VADOS ;1;631;56760;0;0
BANCOS;0128;BANKINTER, S.A.;13;Ciudad Real;082;TOMELLOSO ;1;537;48360;2;4
COOPERATIVAS DE CREDITO;3081;EUROCAJA RURAL, S.C.C.;13;Ciudad Real;082;TOMELLOSO ;1;533;47940;4;4
COOPERATIVAS DE CREDITO;3190;C.R. ALBACETE, C. REAL Y CUENCA,SCC;13;Ciudad Real;082;TOMELLOSO ;1;483;43500;5;0
BANCOS;0078;BANCA PUEYO, S.A.;41;Sevilla;093;TOMARES ;1;700;63020;5;15
BANCOS;0049;BANCO SANTANDER, S.A.;41;Sevilla;093;TOMARES ;1;521;46870;5;10
BANCOS;0200;ANDBANK ESPAÑA BANCA PRIVADA, S.A.;45;Toledo;168;TOLEDO ;1;408;36680;4;12
COOPERATIVAS DE CREDITO;3081;EUROCAJA RURAL, S.C.C.;45;Toledo;168;TOLEDO ;3;905;81480;9;9
BANCOS;2100;CAIXABANK, S.A.;45;Toledo;168;TOLEDO ;1;661;59470;5;0
BANCOS;2103;UNICAJA BANCO, S.A.;45;Toledo;168;TOLEDO ;1;379;34100;3;0
COOPERATIVAS DE CREDITO;3190;C.R. ALBACETE, C. REAL Y CUENCA,SCC;45;Toledo;168;TOLEDO ;3;1.267;114010;15;0
COOPERATIVAS DE CREDITO;3081;EUROCAJA RURAL, S.C.C.;02;Albacete;074;TOBARRA ;1;324;29120;0;0
COOPERATIVAS DE CREDITO;3190;C.R. ALBACETE, C. REAL Y CUENCA,SCC;02;Albacete;043;LEZUZA ;1;680;61210;0;0
COOPERATIVAS DE CREDITO;3191;CAJA RURAL DE ARAGON S.C.C.;22;Huesca;113;FUEVA (LA) ;1;348;31330;3;3
BANCOS;2085;IBERCAJA BANCO, S.A.;22;Huesca;113;FUEVA (LA) ;1;319;28720;2;0
COOPERATIVAS DE CREDITO;3081;EUROCAJA RURAL, S.C.C.;03;Alicante;129;TIBI ;1;363;32650;3;0
COOPERATIVAS DE CREDITO;3076;CAJASIETE, CAJA RURAL, S.C.C.;35;Las Palmas;028;TIAS ;1;299;26930;0;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;44;Teruel;216;TERUEL ;1;659;59280;3;6
BANCOS;2100;CAIXABANK, S.A.;44;Teruel;153;MONREAL DEL CAMPO ;1;596;53600;2;2
COOPERATIVAS DE CREDITO;3080;CAJA R. DE TERUEL, S.C.C.;44;Teruel;216;TERUEL ;1;423;38030;0;0
COOPERATIVAS DE CREDITO;3191;CAJA RURAL DE ARAGON S.C.C.;50;Zaragoza;253;TERRER ;1;583;52450;5;5
COOPERATIVAS DE CREDITO;3025;CAIXA C. DELS ENGINYERS, S.C.C.;08;Barcelona;279;TERRASSA ;1;477;42880;2;2
BANCOS;0083;RENTA 4 BANCO, S.A.;08;Barcelona;279;TERRASSA ;1;663;59650;1;1
BANCOS;2080;ABANCA CORPORACION BANCARIA, S.A.;38;Sta Cruz de Tenerife;038;SANTA CRUZ DE TENERIFE ;1;622;55940;3;0
BANCOS;2100;CAIXABANK, S.A.;38;Sta Cruz de Tenerife;023;SAN CRISTOBAL DE LA LAGUNA ;1;431;38750;1;1
BANCOS;2080;ABANCA CORPORACION BANCARIA, S.A.;15;A Coruña;032;CURTIS ;1;650;58490;2;4
BANCOS;0081;BANCO DE SABADELL, S.A.;08;Barcelona;281;TEIÀ ;1;324;29130;4;12
COOPERATIVAS DE CREDITO;3190;C.R. ALBACETE, C. REAL Y CUENCA,SCC;16;Cuenca;204;TEBAR ;1;527;47470;3;9
COOPERATIVAS DE CREDITO;3159;CAIXA POPULAR-CAIXA RURAL, S.C.C.V.;46;Valencia;238;TAVERNES DE LA VALLDIGNA ;1;302;27220;1;2
BANCOS;0081;BANCO DE SABADELL, S.A.;25;Lleida;217;TÀRREGA ;2;697;62700;10;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;25;Lleida;217;TÀRREGA ;1;417;37530;3;0
BANCOS;2100;CAIXABANK, S.A.;25;Lleida;217;TÀRREGA ;1;677;60910;5;5
COOPERATIVAS DE CREDITO;3025;CAIXA C. DELS ENGINYERS, S.C.C.;43;Tarragona;148;TARRAGONA ;1;485;43650;4;12
BANCOS;2100;CAIXABANK, S.A.;43;Tarragona;148;TARRAGONA ;1;478;43060;1;2
SUCURSALES COMUNITARIAS;1525;BANQUE CHAABI DU MAROC, S.E.;43;Tarragona;148;TARRAGONA ;1;662;59580;1;2
BANCOS;0200;ANDBANK ESPAÑA BANCA PRIVADA, S.A.;43;Tarragona;148;TARRAGONA ;1;314;28230;0;0
BANCOS;3183;ARQUIA BANK, S.A.;43;Tarragona;148;TARRAGONA ;1;665;59850;3;0
COOPERATIVAS DE CREDITO;3187;CAJA R. DEL SUR, S. COOP. CREDITO;11;Cádiz;035;TARIFA ;1;626;56330;4;8
COOPERATIVAS DE CREDITO;3191;CAJA RURAL DE ARAGON S.C.C.;22;Huesca;226;TARDIENTA ;1;664;59770;1;1
BANCOS;2100;CAIXABANK, S.A.;02;Albacete;073;TARAZONA DE LA MANCHA ;1;301;27060;0;0
COOPERATIVAS DE CREDITO;3081;EUROCAJA RURAL, S.C.C.;02;Albacete;073;TARAZONA DE LA MANCHA ;1;708;63750;0;0
COOPERATIVAS DE CREDITO;3191;CAJA RURAL DE ARAGON S.C.C.;50;Zaragoza;251;TARAZONA ;1;375;33780;1;3
BANCOS;0081;BANCO DE SABADELL, S.A.;16;Cuenca;203;TARANCON ;1;348;31270;1;2
BANCOS;2080;ABANCA CORPORACION BANCARIA, S.A.;15;A Coruña;072;RIANXO ;1;286;25750;4;0
BANCOS;2085;IBERCAJA BANCO, S.A.;19;Guadalajara;130;GUADALAJARA ;1;288;25910;4;8
BANCOS;2080;ABANCA CORPORACION BANCARIA, S.A.;36;Pontevedra;033;MOS ;1;350;31480;1;3
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;35;Las Palmas;016;PALMAS DE GRAN CANARIA (LAS) ;1;639;57520;2;2
BANCOS;2100;CAIXABANK, S.A.;38;Sta Cruz de Tenerife;040;SANTIAGO DEL TEIDE ;1;316;28470;5;5
COOPERATIVAS DE CREDITO;3001;CAJA R. DE ALMENDRALEJO, S.C.C.;10;Cáceres;180;TALAYUELA ;1;596;53610;2;6
COOPERATIVAS DE CREDITO;3081;EUROCAJA RURAL, S.C.C.;45;Toledo;165;TALAVERA DE LA REINA ;1;549;49380;3;9
COOPERATIVAS DE CREDITO;3190;C.R. ALBACETE, C. REAL Y CUENCA,SCC;45;Toledo;165;TALAVERA DE LA REINA ;1;336;30260;4;4
COOPERATIVAS DE CREDITO;3001;CAJA R. DE ALMENDRALEJO, S.C.C.;06;Badajoz;127;TALARRUBIAS ;1;639;57490;1;3
BANCOS;0078;BANCA PUEYO, S.A.;06;Badajoz;127;TALARRUBIAS ;1;568;51150;1;2
BANCOS;0182;BANCO BILBAO VIZCAYA ARGENTARIA, SA;31;Navarra;227;TAFALLA ;1;377;33890;4;12
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;35;Las Palmas;019;SAN BARTOLOME DE TIRAJANA ;1;641;57720;3;3
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;46;Valencia;238;TAVERNES DE LA VALLDIGNA ;1;653;58750;2;6
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;46;Valencia;237;TAVERNES BLANQUES ;1;428;38520;4;12
BANCOS;2100;CAIXABANK, S.A.;30;Murcia;030;MURCIA ;1;513;46150;0;0
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;30;Murcia;030;MURCIA ;1;565;50810;4;0
BANCOS;0049;BANCO SANTANDER, S.A.;35;Las Palmas;022;SANTA LUCIA DE TIRAJANA ;1;499;44900;1;3
BANCOS;0049;BANCO SANTANDER, S.A.;24;León;157;SANTA MARIA DEL PARAMO ;1;663;59640;3;0
BANCOS;0049;BANCO SANTANDER, S.A.;38;Sta Cruz de Tenerife;038;SANTA CRUZ DE TENERIFE ;7;4.670;420300;11;13
BANCOS;0049;BANCO SANTANDER, S.A.;38;Sta Cruz de Tenerife;037;SANTA CRUZ DE LA PALMA ;1;703;63290;3;0
COOPERATIVAS DE CREDITO;3190;C.R. ALBACETE, C. REAL Y CUENCA,SCC;13;Ciudad Real;077;SANTA CRUZ DE MUDELA ;1;481;43240;5;15
COOPERATIVAS DE CREDITO;3190;C.R. ALBACETE, C. REAL Y CUENCA,SCC;13;Ciudad Real;076;SANTA CRUZ DE LOS CAÑAMOS ;1;352;31660;2;0
BANCOS;2103;UNICAJA BANCO, S.A.;33;Asturias;060;SAN MARTIN DEL REY AURELIO ;1;659;59330;3;0
BANCOS;2100;CAIXABANK, S.A.;09;Burgos;906;MERINDAD DE RIO UBIERNA ;1;621;55900;4;4
BANCOS;0081;BANCO DE SABADELL, S.A.;11;Cádiz;033;SAN ROQUE ;1;451;40580;1;3
BANCOS;0049;BANCO SANTANDER, S.A.;11;Cádiz;033;SAN ROQUE ;1;709;63810;5;5
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;11;Cádiz;033;SAN ROQUE ;1;370;33320;4;4
BANCOS;2103;UNICAJA BANCO, S.A.;39;Cantabria;073;SANTA CRUZ DE BEZANA ;1;305;27420;2;4
BANCOS;0049;BANCO SANTANDER, S.A.;39;Cantabria;073;SANTA CRUZ DE BEZANA ;1;660;59440;1;2
COOPERATIVAS DE CREDITO;3081;EUROCAJA RURAL, S.C.C.;42;Soria;173;SORIA ;1;480;43240;5;0
BANCOS;2100;CAIXABANK, S.A.;48;Vizcaya;085;SOPELA ;1;311;27970;4;0
BANCOS;2100;CAIXABANK, S.A.;09;Burgos;413;VALLE DE VALDEBEZANA ;1;685;61640;1;2
BANCOS;2100;CAIXABANK, S.A.;07;Islas Baleares;011;CALVIÀ ;1;322;28980;1;1
COOPERATIVAS DE CREDITO;3081;EUROCAJA RURAL, S.C.C.;05;Ávila;238;SOLOSANCHO ;1;308;27700;4;8
CAJAS DE AHORRO;2056;COLONYA-CAIXA D'ESTALVIS POLLENSA;07;Islas Baleares;061;SOLLER ;1;294;26440;0;0
COOPERATIVAS DE CREDITO;3067;C.R. DE JAEN, BARNA Y MADRID, SCC;23;Jaén;044;HUELMA ;1;299;26870;3;0
BANCOS;2100;CAIXABANK, S.A.;39;Cantabria;042;MEDIO CUDEYO ;1;418;37630;2;4
BANCOS;2103;UNICAJA BANCO, S.A.;39;Cantabria;042;MEDIO CUDEYO ;1;390;35070;1;1
BANCOS;0049;BANCO SANTANDER, S.A.;39;Cantabria;042;MEDIO CUDEYO ;1;663;59700;0;0
BANCOS;2103;UNICAJA BANCO, S.A.;13;Ciudad Real;079;SOLANA (LA) ;1;621;55900;2;4
COOPERATIVAS DE CREDITO;3190;C.R. ALBACETE, C. REAL Y CUENCA,SCC;13;Ciudad Real;080;SOLANA DEL PINO ;1;657;59090;1;3
COOPERATIVAS DE CREDITO;3081;EUROCAJA RURAL, S.C.C.;13;Ciudad Real;078;SOCUELLAMOS ;1;441;39700;5;0
COOPERATIVAS DE CREDITO;3190;C.R. ALBACETE, C. REAL Y CUENCA,SCC;13;Ciudad Real;078;SOCUELLAMOS ;1;352;31650;4;0
BANCOS;2080;ABANCA CORPORACION BANCARIA, S.A.;32;Ourense;017;CARBALLEDA DE VALDEORRAS ;1;475;42750;0;0
COOPERATIVAS DE CREDITO;3081;EUROCAJA RURAL, S.C.C.;16;Cuenca;198;SISANTE ;1;423;38020;4;4
COOPERATIVAS DE CREDITO;3001;CAJA R. DE ALMENDRALEJO, S.C.C.;06;Badajoz;125;SIRUELA ;1;328;29550;1;2
COOPERATIVAS DE CREDITO;3085;CAJA R. DE ZAMORA, C.C.;47;Valladolid;161;SIMANCAS ;1;451;40570;5;15
COOPERATIVAS DE CREDITO;3081;EUROCAJA RURAL, S.C.C.;46;Valencia;230;SILLA ;1;645;58030;3;6
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;46;Valencia;230;SILLA ;1;309;27790;0;0
BANCOS;2085;IBERCAJA BANCO, S.A.;19;Guadalajara;257;SIGÜENZA ;1;303;27230;4;4
BANCOS;0049;BANCO SANTANDER, S.A.;19;Guadalajara;257;SIGÜENZA ;1;297;26720;0;0
BANCOS;2080;ABANCA CORPORACION BANCARIA, S.A.;15;A Coruña;060;OROSO ;1;601;54080;3;6
COOPERATIVAS DE CREDITO;3081;EUROCAJA RURAL, S.C.C.;28;Madrid;141;SEVILLA LA NUEVA ;1;631;56750;0;0
BANCOS;2100;CAIXABANK, S.A.;41;Sevilla;091;SEVILLA ;5;3.063;275630;5;15
BANCOS;2103;UNICAJA BANCO, S.A.;41;Sevilla;091;SEVILLA ;1;369;33200;4;12
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;41;Sevilla;091;SEVILLA ;1;660;59410;4;8
BANCOS;1490;SINGULAR BANK, S.A.;41;Sevilla;091;SEVILLA ;1;639;57520;3;6
BANCOS;0078;BANCA PUEYO, S.A.;41;Sevilla;091;SEVILLA ;1;516;46390;2;4
COOPERATIVAS DE CREDITO;3001;CAJA R. DE ALMENDRALEJO, S.C.C.;41;Sevilla;091;SEVILLA ;1;686;61740;4;4
BANCOS;0061;BANCA MARCH, S.A.;41;Sevilla;091;SEVILLA ;1;355;31980;1;2
BANCOS;0081;BANCO DE SABADELL, S.A.;41;Sevilla;091;SEVILLA ;1;410;36910;1;1
BANCOS;0200;ANDBANK ESPAÑA BANCA PRIVADA, S.A.;41;Sevilla;091;SEVILLA ;1;349;31450;0;0
BANCOS;0237;CAJASUR BANCO, S.A.;41;Sevilla;012;AZNALCAZAR ;1;513;46130;0;0
BANCOS;2080;ABANCA CORPORACION BANCARIA, S.A.;41;Sevilla;091;SEVILLA ;1;488;43890;4;0
COOPERATIVAS DE CREDITO;3067;C.R. DE JAEN, BARNA Y MADRID, SCC;41;Sevilla;091;SEVILLA ;1;697;62720;5;0
COOPERATIVAS DE CREDITO;3187;CAJA R. DEL SUR, S. COOP. CREDITO;41;Sevilla;091;SEVILLA ;5;3.403;306250;8;0
SUCURSALES COMUNITARIAS;1491;TRIODOS BANK, N.V., S.E.;41;Sevilla;091;SEVILLA ;1;400;35990;0;0
SUCURSALES COMUNITARIAS;1545;CA INDOSUEZ WEALTH (EUROPE), S.E.;41;Sevilla;091;SEVILLA ;1;336;30220;0;0
BANCOS;2100;CAIXABANK, S.A.;11;Cádiz;034;SETENIL DE LAS BODEGAS ;1;298;26790;2;0
BANCOS;0049;BANCO SANTANDER, S.A.;45;Toledo;161;SESEÑA ;1;573;51550;2;0
BANCOS;0061;BANCA MARCH, S.A.;07;Islas Baleares;059;SALINES (SES) ;1;460;41360;1;3
BANCOS;2080;ABANCA CORPORACION BANCARIA, S.A.;15;A Coruña;062;OUTES ;1;520;46790;4;0
BANCOS;2080;ABANCA CORPORACION BANCARIA, S.A.;27;Lugo;017;FOLGOSO DO COUREL ;1;717;64510;5;15
COOPERATIVAS DE CREDITO;3081;EUROCAJA RURAL, S.C.C.;45;Toledo;160;SEGURILLA ;1;507;45580;0;0
COOPERATIVAS DE CREDITO;3060;C.R.BURGOS,FUENT.,SEGOV.Y CASTEL.SC;40;Segovia;194;SEGOVIA ;2;1.391;125230;0;0
COOPERATIVAS DE CREDITO;3081;EUROCAJA RURAL, S.C.C.;40;Segovia;194;SEGOVIA ;1;512;46050;5;0
COOPERATIVAS DE CREDITO;3081;EUROCAJA RURAL, S.C.C.;03;Alicante;123;SAX ;1;527;47470;0;0
BANCOS;2100;CAIXABANK, S.A.;31;Navarra;086;VALLE DE EGÜES/EGUESIBAR ;1;508;45720;3;6
COOPERATIVAS DE CREDITO;3008;CAJA R. DE NAVARRA, S.C.C.;31;Navarra;086;VALLE DE EGÜES/EGUESIBAR ;2;1.034;93100;0;0
BANCOS;2100;CAIXABANK, S.A.;07;Islas Baleares;005;ANDRATX ;1;616;55470;4;0
BANCOS;2103;UNICAJA BANCO, S.A.;39;Cantabria;074;SANTA MARIA DE CAYON ;1;701;63090;1;1
BANCOS;2100;CAIXABANK, S.A.;39;Cantabria;074;SANTA MARIA DE CAYON ;1;426;38330;5;15
BANCOS;0049;BANCO SANTANDER, S.A.;39;Cantabria;074;SANTA MARIA DE CAYON ;1;430;38730;4;4
BANCOS;2085;IBERCAJA BANCO, S.A.;22;Huesca;213;SARIÑENA ;1;635;57120;4;4
BANCOS;2100;CAIXABANK, S.A.;07;Islas Baleares;031;LLUCMAJOR ;2;1.405;126450;6;18
BANCOS;0081;BANCO DE SABADELL, S.A.;07;Islas Baleares;031;LLUCMAJOR ;1;304;27330;4;8
BANCOS;2103;UNICAJA BANCO, S.A.;06;Badajoz;122;SANTOS DE MAIMONA (LOS) ;1;632;56840;5;15
COOPERATIVAS DE CREDITO;3060;C.R.BURGOS,FUENT.,SEGOV.Y CASTEL.SC;39;Cantabria;079;SANTOÑA ;1;697;62750;3;9
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;04;Almería;902;EJIDO (EL) ;1;559;50290;1;1
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;30;Murcia;030;MURCIA ;1;633;57010;1;3
BANCOS;2100;CAIXABANK, S.A.;30;Murcia;030;MURCIA ;1;698;62850;1;0
BANCOS;2100;CAIXABANK, S.A.;09;Burgos;902;VALLE DE SANTIBAÑEZ ;1;713;64180;5;15
BANCOS;2100;CAIXABANK, S.A.;30;Murcia;030;MURCIA ;1;599;53890;2;6
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;30;Murcia;030;MURCIA ;1;320;28790;5;0
BANCOS;2100;CAIXABANK, S.A.;30;Murcia;035;SAN JAVIER ;1;618;55590;4;12
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;30;Murcia;035;SAN JAVIER ;1;366;32980;0;0
COOPERATIVAS DE CREDITO;3067;C.R. DE JAEN, BARNA Y MADRID, SCC;23;Jaén;904;SANTIAGO-PONTONES ;1;360;32390;2;0
BANCOS;2100;CAIXABANK, S.A.;15;A Coruña;078;SANTIAGO DE COMPOSTELA ;1;332;29900;2;6
COOPERATIVAS DE CREDITO;3058;CAJAMAR CAJA RURAL, S.C.C.;15;A Coruña;078;SANTIAGO DE COMPOSTELA ;1;408;36760;1;2
BANCOS;0049;BANCO SANTANDER, S.A.;15;A Coruña;078;SANTIAGO DE COMPOSTELA ;1;374;33650;3;0
BANCOS;2103;UNICAJA BANCO, S.A.;15;A Coruña;078;SANTIAGO DE COMPOSTELA ;1;669;60210;3;0
BANCOS;0049;BANCO SANTANDER, S.A.;15;A Coruña;078;SANTIAGO DE COMPOSTELA ;2;618;55620;10;10
BANCOS;0061;BANCA MARCH, S.A.;07;Islas Baleares;057;SANTANYI ;2;1.205;108430;10;10
BANCOS;0049;BANCO SANTANDER, S.A.;39;Cantabria;075;SANTANDER ;3;1.126;101300;4;8
COOPERATIVAS DE CREDITO;3059;CAJA R. DE ASTURIAS, S.C.C.;39;Cantabria;075;SANTANDER ;1;625;56220;4;12
BANCOS;0083;RENTA 4 BANCO, S.A.;39;Cantabria;075;SANTANDER ;1;545;49030;3;0
